         369190 function calls (367381 primitive calls) in 1.167 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.001    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/builder/_lxml.py:454(comment)
      603    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
    51/20    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      112    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:820(_set_qualname)
       13    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      341    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_decoders.py:237(decode)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:348(namedtuple)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:241(__set_name__)
      204    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       98    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/_distutils_hack/__init__.py:89(find_spec)
      134    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.010    0.010 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/fake_useragent/fake.py:279(__getattr__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/stringprep.py:1(<module>)
       98    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
       87    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
  330/186    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       99    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:324(HTTP11ConnectionByteStream)
       23    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_receivebuffer.py:104(maybe_extract_lines)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_backends/mock.py:85(AsyncMockStream)
      281    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:425(<genexpr>)
       88    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ssl.py:1335(_real_close)
        1    0.000    0.000    0.005    0.005 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_sockets.py:1(<module>)
        1    0.000    0.000    0.732    0.732 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection.py:69(handle_request)
        6    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:496(__new__)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:890(_convert_)
       98    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
       13    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:509(_compile_info)
       13    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:738(compile)
      233    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      278    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:247(match)
       24    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:588(_repr_fn)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:364(__setitem__)
        1    0.000    0.000    0.085    0.085 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/__init__.py:1(<module>)
      171    0.000    0.000    0.070    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:125(__iter__)
      342    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1351(<genexpr>)
       48    0.000    0.000    0.002    0.000 <frozen abc>:105(__new__)
       80    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       60    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:825(__setattr__)
      171    0.000    0.000    0.070    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:152(__iter__)
      171    0.000    0.000    0.070    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:330(__iter__)
       98    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      123    0.000    0.000    0.000    0.000 <frozen _collections_abc>:859(__iter__)
       44    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1565(copy_with)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:228(_recursive_repr)
      172    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:248(_server_switch_event)
      182    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      121    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/typing_extensions.py:2976(_is_unpacked_typevartuple)
        1    0.000    0.000    0.005    0.005 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_readers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:907(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:144(__init__)
      171    0.000    0.000    0.070    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection_pool.py:401(__iter__)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x1106c9f80}
      350    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       21    0.000    0.000    0.001    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
       13    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:970(parse)
       44    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:297(_deduplicate)
      138    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:689(<genexpr>)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:392(_fields_in_init_order)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2686(__init__)
      261    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       65    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      223    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_headers.py:150(normalize_and_validate)
       33    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1522(__mro_entries__)
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
       13    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:599(_frozen_get_del_attr)
       53    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:685(__call__)
       26    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1515(__and__)
      417    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ssl.py:1113(_checkClosed)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2972(__init__)
      114    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_models.py:19(enforce_bytes)
        9    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:308(_get_io_object)
       24    0.000    0.000    0.012    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1219(wrap)
       57    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:368(field)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       98    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       51    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/message.py:420(__setitem__)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urlparse.py:213(urlparse)
        1    0.000    0.000    0.008    0.008 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_events.py:1(<module>)
      274    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      114    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:284(tell)
      103    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.004    0.004 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/from_thread.py:1(<module>)
    52/49    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1662(__hash__)
       98    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
      222    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      128    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:166(encoding)
       13    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        8    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_trace.py:12(__init__)
        1    0.000    0.000    0.004    0.004 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_sockets.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_synchronization.py:1(<module>)
       57    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:287(__init__)
       13    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:571(_code)
    23/17    0.000    0.000    0.021    0.001 <frozen importlib._bootstrap>:1207(_handle_fromlist)
       69    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/signal.py:9(<lambda>)
       53    0.000    0.000    0.001    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_util.py:84(validate)
      135    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:158(__len__)
       28    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2561(overload)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/request.py:2499(getproxies_environment)
        1    0.000    0.000    0.003    0.003 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/streams/memory.py:1(<module>)
      152    0.000    0.000    0.000    0.000 <frozen os>:760(decode)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:265(getuntil)
        1    0.000    0.000    0.002    0.002 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_streams.py:1(<module>)
       80    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
      267    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       98    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.069    0.069 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/filter.py:378(__init__)
      180    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:205(our_state)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:237(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_eventloop.py:56(AsyncBackend)
       63    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3232(__str__)
       35    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:401(_tuple_str)
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:214(_compile_charset)
       64    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:47(_is_dunder)
    51/40    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:476(__getitem__)
        1    0.000    0.000    0.017    0.017 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/socket.py:220(__init__)
       80    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1561(<genexpr>)
      125    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      146    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       45    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:449(_field_init)
